file,token_count
convivio-plain.xml,80655
dettodamore-plain.xml,3428
fiore-plain.xml,30821
inferno-plain.xml,37125
paradiso-plain.xml,36471
purgatorio-plain.xml,37039
rime-plain.xml,14155
vitanuova-plain.xml,21203
