a,b,count_a,count_b,succ_cos,pred_cos,score
shar,dar,34,287,0.5132251974431318,0.4150230872904522,0.4837645643973279
dain,sheo,173,46,0.5213380771543823,0.39606685055895596,0.48375670917575436
dar,oky,287,103,0.49186102588349107,0.4647306258180632,0.48372190586386266
dair,chckhy,93,141,0.5268553246354347,0.38306090694387984,0.48371699932796824
s,she,328,41,0.4639684513436184,0.5293600686525146,0.48358593653628723
shody,chody,50,80,0.5276506295167749,0.3804413509614009,0.4834878459501627
shody,ckhy,50,38,0.4477315773843943,0.5657838205265903,0.4831472503270531
cthy,cho,100,77,0.5491087278305612,0.32901761256080037,0.48308139324963295
lol,qoky,35,137,0.49833891598755914,0.446101299567897,0.4826676310616605
ol,lol,588,35,0.561108968563158,0.29920550514933736,0.48253792953901176
sor,qoky,43,137,0.5683466550147152,0.2816608840759061,0.4823409237330724
dar,cho,287,77,0.5065351884771151,0.4247875981958627,0.4820109113927393
chor,oky,215,103,0.4921243067139255,0.457887829750831,0.4818533636249971
cho,sor,77,43,0.5318160234783106,0.3652365767124661,0.48184218944855717
dol,qoky,97,137,0.5177299886550113,0.3980372177685627,0.48182215738907674
ol,dor,588,63,0.5136050995609853,0.4073400617738524,0.48172558822484546
qo,sor,51,43,0.5159626753587083,0.40172917335568054,0.48169262475779995
sho,chey,118,510,0.4792385240212673,0.48684200254403087,0.48151956757809633
chody,chckhy,80,141,0.5171262872742862,0.39828348662420104,0.48147344707926065
chey,air,510,95,0.529715129774283,0.36886676018954295,0.481460618898861
chody,al,80,311,0.550658549496255,0.31979677068843765,0.4814000158539098
char,lor,79,38,0.5243563143425265,0.3808205244530029,0.4812955773756694
shody,dain,50,173,0.525286101736114,0.37811883873876245,0.4811359228369085
shol,chcthy,176,84,0.5106866825371501,0.41185238812131375,0.4810363942123992
chal,qoky,59,137,0.561459779293024,0.2933069184939761,0.48101392105330965
shody,chey,50,510,0.4929287957874947,0.45310891516250473,0.48098283159999766
dol,chcthy,97,84,0.500359213801443,0.43571676526638814,0.4809664792409265
cho,dair,77,93,0.5158986661077506,0.39903546034412396,0.4808397043786626
cheo,chos,75,42,0.5512565638907498,0.31560836213528476,0.48056210336411026
she,cho,41,77,0.515866507189084,0.3981052685886596,0.48053813560895664
chor,sheo,215,46,0.4740583258592529,0.4953806543769333,0.480455024414557
dol,chckhy,97,141,0.5165528873476302,0.39617520464255124,0.4804395825361064
cho,lor,77,38,0.5383679941117537,0.34431227290640654,0.48015127775014954
cthey,cthor,47,45,0.48757620258579804,0.46258134468837675,0.48007774521657165
al,sheo,311,46,0.514717933167457,0.3992454612499707,0.48007619159221104
cheo,tar,75,43,0.5132582975728299,0.40259789150051933,0.4800601757511367
dain,cheo,173,75,0.484611940186392,0.4685023448782898,0.47977906159396133
y,sho,210,118,0.5259434580717302,0.37189413165697616,0.4797286601473039
chol,dal,367,190,0.5036781199550792,0.4237694553349123,0.47970552056902904
chody,dair,80,93,0.4891798303751523,0.45726328655749277,0.4796048672298544
cho,chl,77,33,0.5351683946600503,0.3499287225489572,0.47959649302672236
shody,sheo,50,46,0.5226206372156111,0.3788008107825904,0.4794746892857049
chor,chckhy,215,141,0.4586319680100312,0.5279921490673222,0.4794400223272185
chey,daly,510,33,0.46635835026063005,0.5092025151990602,0.4792115997421591
ol,cthey,588,47,0.511124357443449,0.40470146662739404,0.47919749019863245
cthy,qoky,100,137,0.5602129937247201,0.28875425618999323,0.478775372464302
chdy,al,108,311,0.5073948125249779,0.4117390265976436,0.47869807674677756
cthy,dam,100,59,0.4116452686993072,0.6349630679993189,0.47864060848931067
ckhey,shy,32,94,0.5298752260617821,0.3589559789465984,0.47859945192722697
y,chdy,210,108,0.5035718307481873,0.42013307580635284,0.478540204265637
or,oky,390,103,0.4859793861093154,0.46011679002304834,0.47822060728343524
ckhey,cthol,32,55,0.57341995849143,0.2560520135484104,0.4782095750085241
dal,cthey,190,47,0.488574829143351,0.4540034246437892,0.47820340779348247
chal,al,59,311,0.5677205164975517,0.2692916823718172,0.47819186625983134
dair,lor,93,38,0.543447975429941,0.3259133206405318,0.47818757899311826
dam,daly,59,33,0.5146029308802933,0.3928571428571429,0.4780791944733482
s,oty,328,114,0.5204113345069915,0.37876833266383425,0.4779184339540443
sor,qol,43,147,0.5773347924972885,0.24576025492974468,0.4778624312270253
oky,shy,103,94,0.4928429192463277,0.4426205582342824,0.4777762109427141
chy,daly,197,33,0.5157031349153324,0.38833423406206835,0.47749246465935313
al,shedy,311,255,0.516872563131143,0.38546228427820184,0.4774494794752607
or,chckhy,390,141,0.47773095157829343,0.47678918002456444,0.4774484201121747
chor,ody,215,38,0.494146121951829,0.43830638159759694,0.4773941998455593
cthy,oky,100,103,0.49175986429928464,0.44386019500970725,0.4773899635124114
oky,dal,103,190,0.49498441458934334,0.43628920650954695,0.4773758521654044
chor,dair,215,93,0.4652014777606402,0.5053969678338973,0.4772601247826173
sor,chckhy,43,141,0.5531827329230524,0.29990885226952496,0.4772005687269942
y,tar,210,43,0.5579447144896398,0.2887973815822771,0.47720051461743096
kar,o,58,114,0.48572790066153787,0.45641488410270814,0.47693399569388895
shey,oly,344,65,0.4388165705647506,0.5658516272574625,0.4769270875725642
tol,daly,42,33,0.53921568627451,0.33141721809371893,0.47687614582027266
chy,oly,197,65,0.4729555751226461,0.48558302401095327,0.4767438097891382
tol,ol,42,588,0.5500216610535525,0.3055050463303894,0.47666667663660356
d,chos,53,42,0.5911275819836345,0.20890476113843268,0.47646073573007386
chey,kar,510,58,0.5065855170053248,0.40615643325840095,0.4764567918812476
shey,chy,344,197,0.42567634851070896,0.5946730426645964,0.47637535675687515
chy,dol,197,97,0.44499810858779176,0.5494858689895815,0.47634443670832866
cthor,shy,45,94,0.5505233249757584,0.30321450360163443,0.4763306785635212
she,shor,41,91,0.5257818869294216,0.36079326371359016,0.47628529996467217
oky,chckhy,103,141,0.5060400460008929,0.40674626946709513,0.4762519130407536
or,chor,390,215,0.3970599429188736,0.6602195535324612,0.47600782610294984
kal,qoky,30,137,0.5077286508826725,0.40178660093532476,0.4759460358984681
chos,lor,42,38,0.5217727099946594,0.3688842114263486,0.4759061604241661
shol,ckhy,176,38,0.45027067140821697,0.5353089625237516,0.4757821587428773
cho,shor,77,91,0.5001096821971569,0.4189622037201473,0.47576543865405396
dar,air,287,95,0.5947172174020352,0.1980987115822104,0.47573166565608777
chey,am,510,115,0.4531037488954442,0.5274956584770237,0.475421321769918
dy,daly,204,33,0.47280748594698324,0.4809586261441023,0.4752528280061189
oly,shedy,65,255,0.4130700016703579,0.6202742825214725,0.4752312859256923
cthy,daly,100,33,0.5436027569806028,0.31514482005952466,0.47506537590427933
dair,l,93,156,0.547988639785365,0.30467187122068606,0.47499360921596134
dain,qo,173,51,0.4955940263412502,0.42588010842372226,0.47467985096599186
al,chcthy,311,84,0.5032598357946724,0.4072631359906749,0.47446082585347304
chor,oty,215,114,0.5043361132005136,0.4045638955131368,0.4744044478943006
al,kar,311,58,0.5760327363416193,0.23645306368013916,0.47415883454317526
kchy,cthol,36,55,0.5900644176922901,0.2032512005830501,0.4740204525595181
cthy,chey,100,510,0.4932195716569508,0.4290159955283598,0.4739584988183735
shody,cho,50,77,0.5317269843242733,0.339112218003916,0.47394255442816613
tol,qoky,42,137,0.5255753936185433,0.3534109531777326,0.47392606148630007
chey,oky,510,103,0.4818138209119325,0.4547365680224234,0.47369064504507974
cho,key,77,33,0.47733077827058984,0.4646169416186032,0.47351662727499383
dar,qo,287,51,0.5183390361959941,0.36892638907389563,0.4735152420593645
shey,chody,344,80,0.47941864038996873,0.45892949520654736,0.4732718968349423
dair,air,93,95,0.5905263557130485,0.1996750792342071,0.473270972769396
dar,chody,287,80,0.47583389819008376,0.4671267203330899,0.4732217448329856
dol,l,97,156,0.5463482386244974,0.3025070570741547,0.47319588415939456
ckhey,kchy,32,36,0.5220186543029115,0.3589998769694934,0.47311302110288606
sho,chody,118,80,0.4651583015411252,0.49165187609494965,0.4731063739072725
chey,ody,510,38,0.48825692818059696,0.4372210663350815,0.47294616962694225
chcthy,oty,84,114,0.47005586569139235,0.4794887018358305,0.4728857165347238
y,dor,210,63,0.5385830638991167,0.3191971059593589,0.4727672765171893
lol,l,35,156,0.5347822862107381,0.327659843721635,0.4726455534640071
dar,cheo,287,75,0.5054505506929189,0.3959456908541555,0.47259909274128986
chos,oty,42,114,0.4761589914817776,0.4639986405465718,0.47251088620121584
shody,dor,50,63,0.539073028872917,0.3171675237082733,0.4725013773235238
shol,al,176,311,0.524380176647752,0.35080156571648075,0.4723065933683706
cthey,qoky,47,137,0.4854563108979402,0.4408414666467892,0.4720718576225949
dol,dam,97,59,0.44603635450666573,0.5327939253213869,0.47206362575108207
al,sar,311,77,0.5755301244604509,0.23041412213640206,0.4719953237632362
ckhey,cthey,32,47,0.4563272626765755,0.5081345836793815,0.4718694589774173
oly,oty,65,114,0.4599626876556486,0.49950911831611594,0.4718266168537888
shy,chedy,94,341,0.5083887947515645,0.3863812711139201,0.4717865376602712
or,dal,390,190,0.4685667938005501,0.47920349704680715,0.4717578047744272
am,kal,115,30,0.4963615899033918,0.41394634990835405,0.47163701790488044
dain,ody,173,38,0.5153062952454234,0.36947293940983594,0.4715562884947471
sho,ol,118,588,0.4798846833395751,0.45155763705634666,0.47138656945460655
dar,chy,287,197,0.46343117196892897,0.4898055210708001,0.4713434766994903
ol,am,588,115,0.3979502100048831,0.6420949486962081,0.47119363161228056
cho,cthor,77,45,0.5473837341014413,0.29280403129652155,0.4710098232599653
cthol,oty,55,114,0.527664195875096,0.3379657103302691,0.470754650211648
shey,lor,344,38,0.5220957842282677,0.3507419684924111,0.4706896395075107
ckhey,cthor,32,45,0.555799110332386,0.2718630466231166,0.4706182912196052
ol,key,588,33,0.48524039962474413,0.4364357804719849,0.47059901387891634
cho,lol,77,35,0.5458760400545634,0.2938981485500086,0.4702826726031969
tol,shy,42,94,0.5242943478622292,0.344234341823134,0.4702763460505006
chol,oty,367,114,0.5053864728288763,0.3880170798918011,0.4701756549477537
shy,daly,94,33,0.509409019374027,0.3783147888191162,0.47008075020755374
ain,aly,149,39,0.387364179288783,0.6630671654611079,0.4700750751404804
al,lor,311,38,0.571586179288863,0.2322364945331477,0.4697812738621484
cho,l,77,156,0.579147530599335,0.2145625475473594,0.46977203568374226
d,sor,53,43,0.5426095162342938,0.29977907899085954,0.4697603850612635
cthol,ckhy,55,38,0.49583991483636003,0.40888392268078133,0.4697531171896864
she,chl,41,33,0.47915963714757615,0.44772150434678193,0.46972819730733784
she,chy,41,197,0.4708051893971704,0.4667269392559065,0.46958171435479124
chy,sheo,197,46,0.47076437013149824,0.4665672565328062,0.46950523605189065
chal,dal,59,190,0.49078656642207724,0.4190590900213937,0.46926832350187214
dy,shedy,204,255,0.49554359389993957,0.40708196047314527,0.4690051038719013
chol,tol,367,42,0.5570486429260594,0.2634257515852242,0.4689617755238088
or,oty,390,114,0.49241493845746814,0.41399223786165734,0.4688881282787249
chey,sheo,510,46,0.5094850326866059,0.3741507427520661,0.46888474570624394
y,tol,210,42,0.5566141328042342,0.2634642779347089,0.46866917634337657
dal,ody,190,38,0.4681247487001127,0.4698586931646237,0.468644932039466
al,qol,311,147,0.6199716396468419,0.11553461563072459,0.4686405324420067
chdy,qoty,108,84,0.5222424161349449,0.34315274232545273,0.46851551399209723
shey,dair,344,93,0.44355611811643647,0.5266994753350599,0.4684991252820234
dain,char,173,79,0.476502510654147,0.4496924683655315,0.46845949796756237
s,dol,328,97,0.44011173290920247,0.534507333690408,0.46843041314356415
shey,oky,344,103,0.454067572716393,0.5019403694343061,0.4684294117317669
r,qol,196,147,0.5231314030993784,0.34073882035400765,0.46841362827576716
oky,dair,103,93,0.49495235000823096,0.4063650519603897,0.46837616059387854
cthy,dol,100,97,0.4563663976530406,0.49572721999792874,0.468174644356507
chey,tol,510,42,0.5323147455117762,0.3182344344323711,0.4680906521879546
kar,l,58,156,0.5183754797095307,0.34918678909593,0.4676188725254504
qoty,dor,84,63,0.5478041896030235,0.2804230991509882,0.46758986246741285
shey,sheo,344,46,0.49958186912188146,0.3923814061050074,0.4674217302168192
lol,sor,35,43,0.5337707846409828,0.31204481674109974,0.4672529942710179
sho,shy,118,94,0.511859847347231,0.363161123640708,0.46725023023527407
chor,ckhy,215,38,0.4745762470323517,0.450013241870117,0.46720734548368126
chody,sol,80,63,0.5216089212911809,0.33928700884195556,0.4669123475564132
s,chckhy,328,141,0.4698728729978187,0.4598460070380865,0.46686481320989903
kal,key,30,33,0.425484358735811,0.5633458001672133,0.46684279116523164
chor,al,215,311,0.47167906933432363,0.45496025717860905,0.4666634256876092
o,lor,114,38,0.5143750012957943,0.35471854013914556,0.4664780629487997
chol,shey,367,344,0.4752235332151734,0.4450213210104683,0.46616286955376185
dal,qoty,190,84,0.511084129488721,0.36127345879974176,0.4661409282820272
chor,cheo,215,75,0.4323967018173945,0.5448158296506743,0.46612244016737847
or,she,390,41,0.42684332694485466,0.5573474525846372,0.4659945646367894
al,cheo,311,75,0.5158987106367713,0.34941323316647055,0.46595306739568104
sar,l,77,156,0.5287054973351936,0.31937610507241787,0.46590667965636084
she,ain,41,149,0.47669583127173054,0.44051609440453976,0.4658419102115733
she,sor,41,43,0.5365583111164665,0.30002976042862345,0.4655997459101135
chor,tol,215,42,0.5326188708499675,0.3091722698152467,0.4655848905395512
dol,oty,97,114,0.5018230245000648,0.3798312980607325,0.46522550656826506
am,oly,115,65,0.4484027013001996,0.5035789570834478,0.464955578035174
ain,cho,149,77,0.5296258888218317,0.313981509812852,0.46493257511913777
chody,cthey,80,47,0.513386688055766,0.3517622259408595,0.464899349421294
cho,chody,77,80,0.4851286651465574,0.41744133983033516,0.46482246755169065
sor,oty,43,114,0.5296690453869608,0.31233737772903925,0.4644695450895843
dar,key,287,33,0.4841358333845678,0.4185176679007781,0.46445038373943087
d,dar,53,287,0.5160764127499389,0.3434622021778837,0.46429214957832227
y,lor,210,38,0.5653048437603214,0.22802283415512323,0.46412024087876197
y,shor,210,91,0.47369425863876596,0.4416922282991599,0.46409364953688415
chcthy,shy,84,94,0.48677802851841334,0.41112780938296284,0.46408296277777816
ain,dal,149,190,0.5814166952827885,0.19007155693955602,0.4640131537798187
cho,tar,77,43,0.5239372749885242,0.3235027924835412,0.46380693023702924
dain,air,173,95,0.5416984734031578,0.2816654393689511,0.46368856319289575
cheo,chckhy,75,141,0.49291567956261195,0.39520216280081083,0.4636016245340716
chody,shor,80,91,0.5335436284117762,0.3001899424370876,0.4635375226193696
dain,lor,173,38,0.4747320014870482,0.4374019157952636,0.4635329757795128
ar,aly,449,39,0.3707460749050966,0.6798368261859584,0.4634733002893551
sor,oly,43,65,0.5070146234145533,0.36170867960683534,0.46342284027223785
y,sy,210,40,0.46536699235290885,0.4587403426254726,0.4633789974346779
chor,sor,215,43,0.49111000407068706,0.39802721514360173,0.46318516739256144
chdy,qoky,108,137,0.5331433557309712,0.29992306831693083,0.4631772695067591
shol,dair,176,93,0.4708404669644737,0.444734798509122,0.46300876642786815
cthy,qoty,100,84,0.5383405870956156,0.2867795120836724,0.4628722645920326
l,chedy,156,341,0.5591773451265303,0.2381082803506333,0.4628566256937612
lol,lor,35,38,0.5093918452905535,0.3541034671296363,0.4628053318422783
chedy,key,341,33,0.4722473164525373,0.4407620980209574,0.4628017509230633
chey,tar,510,43,0.5159543731521831,0.3384719183390401,0.46270963670824017
dal,kal,190,30,0.4409870821088019,0.5132676934749811,0.46267126551865567
y,qoky,210,137,0.5844334634688315,0.17835542807068527,0.4626100528493876
cho,ckhy,77,38,0.5085690307849008,0.3550324186503014,0.46250804714452093
qo,lor,51,38,0.4942252158650539,0.3882607686467887,0.46243588169957434
kchy,chody,36,80,0.5258384011237537,0.3139128809600902,0.4622607450746546
sy,cthy,40,100,0.5182775053347299,0.3312289023318814,0.46216292443387536
cthor,dor,45,63,0.4914752047206684,0.39326344074805153,0.46201167552888334
sy,cho,40,77,0.5149797322022728,0.3381553867212198,0.46193242855795685
y,qoty,210,84,0.5389661988287845,0.28188958429335137,0.4618432144681546
qoty,chckhy,84,141,0.5475926015267608,0.2616981666727307,0.46182427107055174
dol,qoty,97,84,0.499509565291154,0.37321062512823056,0.46161988324227693
char,o,79,114,0.4685855336243439,0.4452458198280855,0.46158361948546633
dain,key,173,33,0.47428476510331447,0.43173725670079655,0.46152051258255905
y,air,210,95,0.4575818932674871,0.4705911302746617,0.4614846643696394
s,dy,328,204,0.43221246459959467,0.5295760799768707,0.46142154921277745
chey,lol,510,35,0.54146315282044,0.2745013747449365,0.46137461939778895
dain,kar,173,58,0.4878756004659512,0.39933475157975784,0.46131334580009314
cthey,shy,47,94,0.5244000932959845,0.3139074384318769,0.4612522968367522
dol,tar,97,43,0.4853096511818105,0.4047714647870545,0.4611481952633837
tol,dy,42,204,0.47489955446887283,0.4290467609549553,0.46114371641469754
shol,ody,176,38,0.48770205589557064,0.3990556428476174,0.46110813198118467
chol,daly,367,33,0.5193880938746209,0.3240450242946294,0.4607851730006235
cho,kar,77,58,0.49118125668717416,0.38941691206336476,0.4606519533000313
shol,oly,176,65,0.48619692550976706,0.4006008108708124,0.4605180911180806
chdy,chckhy,108,141,0.5134816236368931,0.33659878124659726,0.4604167709198043
dol,kal,97,30,0.5008143122636244,0.3659931623852335,0.4603679673001071
dar,dam,287,59,0.4459592913877153,0.4931583651205845,0.460119013507576
chy,qoty,197,84,0.518027553257381,0.3242578248723435,0.4598966347418697
chor,qoty,215,84,0.5314930118311952,0.2927903580460786,0.45988221569566023
chor,she,215,41,0.46181409190815864,0.4546356996122678,0.4596605742193913
chey,ches,510,44,0.4847180972920592,0.4010266776000064,0.45961067138444334
tar,key,43,33,0.4453221374427852,0.49285714285714294,0.4595826390670925
shol,chdy,176,108,0.49020729516975176,0.38804857189894393,0.45955967818850935
dar,daly,287,33,0.4311954135605761,0.5256296978034215,0.45952569883342975
ar,l,449,156,0.5391103555718098,0.2736592541566796,0.4594750251472707
dol,cheo,97,75,0.48171389922912594,0.40736674562860425,0.45940975314896937
oky,cheo,103,75,0.4884549158529694,0.3915138792009625,0.4593726048573673
chey,qoty,510,84,0.5229600135320058,0.3102812752343658,0.4591563920427138
oly,qoky,65,137,0.5176122090602054,0.32254677253239905,0.4590925781018635
or,shey,390,344,0.3811772267737434,0.6402592913288766,0.4589018461402833
cheo,chl,75,33,0.4468858231470923,0.4867370515736146,0.458841191675049
shey,sor,344,43,0.5287663409131396,0.2954890637628697,0.45878315776805856
dar,qoty,287,84,0.44395198539813724,0.49336246076292356,0.4587751280075731
shor,cthor,91,45,0.4946099240990552,0.3748864250509193,0.4586928743846144
ckhey,chckhy,32,141,0.5022755926827677,0.3569716227167097,0.45868440169295027
she,daly,41,33,0.4677137899874504,0.43750000000000006,0.4586496529912153
chy,al,197,311,0.4767347751968473,0.415982857617108,0.4585091999229255
dol,shy,97,94,0.4788929599979319,0.40834065382535817,0.45772726814615977
she,chcthy,41,84,0.43567808407170644,0.5090934105141518,0.45770268200444
chor,oly,215,65,0.4147019327336573,0.5577856779142403,0.4576270562878322
dol,oly,97,65,0.4731969135398353,0.4212099644817522,0.45760082882241027
or,dol,390,97,0.46070415274042364,0.4502427137433934,0.45756572104131454
chal,kal,59,30,0.44797278961811476,0.4793942271689154,0.45739922088335494
cthey,chos,47,42,0.5176585763718515,0.316598530890762,0.45734056272752466
cthey,sheo,47,46,0.5014122105639004,0.35441569575596665,0.45731325612152024
oly,chedy,65,341,0.41028695383011954,0.5663816132599606,0.4571153516590718
kol,dar,35,287,0.48691627990601555,0.3874403166940802,0.45707349094243493
r,cthey,196,47,0.46603724349737824,0.4356228322176717,0.4569129201134663
shey,chl,344,33,0.3782662305085081,0.6402050858773197,0.4568478871191516
kol,dol,35,97,0.4783962626035931,0.4061741959768955,0.4567296426155838
chol,chckhy,367,141,0.49275489630445796,0.3726600078705738,0.45672642977429273
cthey,key,47,33,0.4675867606290193,0.4303679070668151,0.456421104560358
dal,sar,190,77,0.42659053411720954,0.5255625597244351,0.4562821417993772
she,shckhy,41,55,0.4953013804795885,0.3642945598218418,0.45599933428226447
ar,shy,449,94,0.45828859668424443,0.4504414734369777,0.4559344597100644
cthol,sheo,55,46,0.47532885526783936,0.41067646824392784,0.4559331391606659
shey,am,344,115,0.4357130340570467,0.5030282131029731,0.4559075877708246
chal,ches,59,44,0.4363383190318232,0.5009212292587308,0.45571319209989547
dair,sheo,93,46,0.46733686028857835,0.4285890160205606,0.455712507008173
chol,dair,367,93,0.4354978118263349,0.5026756505069,0.4556511634305044
ar,chal,449,59,0.500544708712187,0.35083696336834347,0.4556323851090339
dol,chedy,97,341,0.4524375541245803,0.4629167944736601,0.4555813262293042
shol,sor,176,43,0.5182837381624571,0.30901041346281044,0.45550174075256306
oly,sol,65,63,0.5000596271551199,0.35153085194941625,0.45550099459340876
ckhy,chl,38,33,0.4924151359432112,0.36928159621946655,0.4554750740260878
oky,daly,103,33,0.4559325767480488,0.45416039066365216,0.45540092092272977
al,dy,311,204,0.5231091694046183,0.297252395456706,0.45535213722024453
chor,chl,215,33,0.43213969958192927,0.5083615525851799,0.4550062554829044
kol,qoty,35,84,0.4635605783560932,0.43468501883898436,0.4548979105009605
dair,oty,93,114,0.44614979679937045,0.4741275574260695,0.45454312498738014
qoky,daly,137,33,0.44961332500961315,0.46589177936752313,0.4544968613169861
y,cthey,210,47,0.4961491604860085,0.3571991664193312,0.4544641622660053
cthy,dal,100,190,0.4856141190442187,0.3817324052053155,0.4544496048925477
chol,sheo,367,46,0.45720015410938636,0.4478504731182318,0.45439524981203994
chey,dam,510,59,0.397990541262533,0.5851133989356896,0.45412739856448
cthey,sor,47,43,0.513948122452943,0.3144274082369708,0.4540919081881513
dal,qo,190,51,0.4723591753909526,0.4114602509347756,0.4540894980540995
chody,oly,80,65,0.43413371643855747,0.50005530535298,0.45391019311288416
s,chol,328,367,0.4553919228986933,0.45033511960863143,0.4538748819116747
y,chal,210,59,0.4661984261907783,0.4236925008701913,0.45344664859460215
kchy,key,36,33,0.44055658221206484,0.4834676899175833,0.45342991452372033
dal,am,190,115,0.46681661866793606,0.4219533582299932,0.4533576405365532
s,key,328,33,0.4280728998630386,0.5121575057180242,0.4532982816195342
qo,qoky,51,137,0.43697994517477895,0.490979800762363,0.45317990185105417
kol,qoky,35,137,0.481084119191604,0.3878214053517778,0.45310530503965607
chor,dar,215,287,0.4530810005432087,0.4530537053969081,0.4530728119993185
kar,oty,58,114,0.5132183935573205,0.31234052099064497,0.4529550317873178
ain,lor,149,38,0.5631571005536282,0.19573445538680528,0.45293030700358133
dal,key,190,33,0.46529511263119594,0.42387351735733125,0.4528686340490365
or,cthey,390,47,0.4640422432431345,0.42642846533536827,0.45275810987080456
shey,tar,344,43,0.5180686426179953,0.300201245194905,0.4527084233910682
chckhy,o,141,114,0.4999230170859544,0.34247979529193023,0.45269005054774714
dal,chl,190,33,0.4194878522890769,0.5287745365089461,0.4522738575550377
cho,dal,77,190,0.4954530425859547,0.35140306490587225,0.45223804928192995
sy,daly,40,33,0.4835741455540877,0.37905009863173406,0.4522169314773815
ain,sor,149,43,0.562618658957727,0.1941780518753751,0.45208647683302144
chey,o,510,114,0.431597340601036,0.49959601937597037,0.4519969442335163
chey,ckhy,510,38,0.4450963166068253,0.46755940652913136,0.4518352435835171
she,al,41,311,0.43397353177125464,0.4929019119688202,0.4516520458305243
chody,chcthy,80,84,0.4699701464125112,0.40862429561774455,0.4515663911740812
s,chy,328,197,0.4152722800321147,0.5361494548225644,0.45153543246924954
chor,qoky,215,137,0.5251558925943313,0.2787794827587525,0.4512429696436576
lol,tar,35,43,0.47348725730465946,0.3989209791824477,0.4511173738679959
ar,dal,449,190,0.47629692961993,0.39198176700551235,0.4510023808356047
cthor,daly,45,33,0.5178840884611253,0.2948254555775428,0.45096649859605054
dain,ches,173,44,0.48074408034551563,0.38120680404601964,0.4508828974556668
qo,qol,51,147,0.45946289815680175,0.43086044849451116,0.45088216325811453
shy,sheo,94,46,0.47848324675246456,0.3864698635087211,0.45087923177934147
ol,shckhy,588,55,0.4107842525340472,0.5433889142351153,0.4505656510443676
shy,sol,94,63,0.5041479673945214,0.3252402083168062,0.4504756396712068
y,qol,210,147,0.5741860858224276,0.16114538564218775,0.4502738757683556
dar,o,287,114,0.45898082183013406,0.42990050137309527,0.45025672569302244
shey,kol,344,35,0.4924443131260033,0.35154934445948405,0.4501758225260475
y,am,210,115,0.3762168421273918,0.622062222792631,0.44997045632696353
kal,dy,30,204,0.47950961194220587,0.3809375533421744,0.4499379943621964
she,chody,41,80,0.5121572372334733,0.3045435161791387,0.4498731209171729
dain,shcthy,173,30,0.47988431719229313,0.37959868413915765,0.44979862727635245
ol,ody,588,38,0.4257291685734074,0.5058788444147299,0.44977407132580416
ar,key,449,33,0.4953476454623256,0.34330005481519077,0.44973336826818516
y,chedy,210,341,0.49329531278920974,0.34717224488753534,0.4494583924187074
chdy,chody,108,80,0.4555945566553637,0.43485489534771377,0.4493726582630687
chy,ckhy,197,38,0.44641638969020997,0.45604518194714855,0.44930502736729155
ody,chckhy,38,141,0.49634385540020487,0.3394880817843765,0.44928712331545634
kol,shy,35,94,0.5306062275831298,0.2595324193677375,0.4492840851185121
chdy,kal,108,30,0.4469706226447179,0.4542792088491662,0.44916319850605235
sho,oty,118,114,0.4898318165790928,0.35401929660369197,0.44908806058647255
lol,sol,35,63,0.5217653941607876,0.27948794937285926,0.4490821607244091
dair,cthor,93,45,0.4301938409869866,0.4928489528947867,0.44899037455932655
shy,oly,94,65,0.4316686457090168,0.489051464838836,0.4488834914479626
shey,oty,344,114,0.40997055043569447,0.5395265676448627,0.44883735559844495
r,key,196,33,0.4210701440831499,0.5135933533481583,0.44882710686265237
kol,oty,35,114,0.5261011321715598,0.2683653623866594,0.4487804012360897
ain,sol,149,63,0.5731585490250187,0.15846690344283093,0.44875105535036236
chol,chal,367,59,0.4593701818916295,0.4236935254479802,0.44866718495853464
d,al,53,311,0.5137654497558987,0.29664011110417304,0.4486278481603809
cheo,l,75,156,0.5527723562108812,0.20562094687410787,0.44862693340984916
r,lol,196,35,0.49711550166024965,0.3353870991352447,0.4485969809027482
chol,ckhy,367,38,0.49894652026406544,0.33073914781364433,0.4484843085289391
sy,ody,40,38,0.4207721239909659,0.5127742624539129,0.44837276552984995
dar,lol,287,35,0.447455213385334,0.4504671189442028,0.4483587850529946
ar,oky,449,103,0.4709046375946284,0.39510433909411424,0.44816454804447414
dol,dair,97,93,0.4248209025193114,0.5026294163789982,0.4481634566772174
cthol,cthey,55,47,0.4662128676228407,0.40549364857730313,0.4479971019091794
kal,oty,30,114,0.47965702945151106,0.3741224595722725,0.4479966584877395
chdy,chy,108,197,0.4410960765974501,0.46369280389162776,0.44787509478570336
cthey,dy,47,204,0.47634693840823306,0.3809413876103243,0.44772527316886046
dar,sheo,287,46,0.4919811422694281,0.3439936021335718,0.44758488022867116
kal,oly,30,65,0.4583970040057715,0.4223413910563295,0.4475803201209389
cthy,oty,100,114,0.5012027951738208,0.32186359592107555,0.44740103539799725
shol,cheo,176,75,0.47859334394753916,0.3736494125758441,0.4471101645360306
cho,dol,77,97,0.48522262664723004,0.35810791708603273,0.4470882137788708
chody,chl,80,33,0.439013375085436,0.46579425255608903,0.44704763832663186
kar,sar,58,77,0.5525840746767485,0.2006430884762821,0.4470017788166086
chdy,oky,108,103,0.45367179370352284,0.4313970286991098,0.4469893642021989
kchy,cho,36,77,0.5206641747935725,0.27486457607631226,0.44692429517839444
char,chy,79,197,0.41767759120624764,0.5149641065198498,0.4468635458003283
y,oly,210,65,0.42596332598221825,0.49560422208246724,0.44685559481229287
