a,b,count_a,count_b,succ_cos,pred_cos,score
or,s,390,328,0.926951397325164,0.5903638699218879,0.8259751391041811
shedy,chedy,255,341,0.8244435890686956,0.7872061344777631,0.8132723526914158
s,r,328,196,0.9055021088143459,0.5624363473967913,0.8025823803890795
chor,chol,215,367,0.8400881569418005,0.7058930472727876,0.7998296240410966
ar,or,449,390,0.8056724147069868,0.7492266183533717,0.7887386758009023
chey,chedy,510,341,0.7900119448191123,0.7788341822876734,0.7866586160596807
chol,cthol,367,55,0.8097190322950749,0.7255392687835124,0.7844651032416061
or,r,390,196,0.9027017348544527,0.5005837761581816,0.7820663472455713
shey,chey,344,510,0.7706556308502859,0.7895476689819738,0.7763232422897921
shey,chedy,344,341,0.7950636185739947,0.7219054112659959,0.7731161563815949
or,ol,390,588,0.7741561780569232,0.7564050435724439,0.7688308377115793
chey,ol,510,588,0.7343149679910664,0.8063725773271374,0.7559322507918877
ar,al,449,311,0.7456232195478335,0.6992018231087946,0.7316968006161217
shol,chol,176,367,0.7901260536587772,0.5765279930236082,0.7260466354682265
chor,cthol,215,55,0.7409853879646103,0.6455450232402459,0.712353278547301
cthy,cthol,100,55,0.7088824205186848,0.7163822196910589,0.711132360270397
shey,shedy,344,255,0.7451923785677664,0.6217077741958185,0.708146997256182
y,ol,210,588,0.7457098242105502,0.617861381782839,0.7073552914822369
chey,shedy,510,255,0.7040994211077143,0.7071711423208902,0.705020937471667
shey,ol,344,588,0.6933818683243003,0.728460915347725,0.7039055824313276
d,o,53,114,0.7802496907751517,0.5238984277966047,0.7033443118815876
ain,al,149,311,0.7025136935673962,0.7009024145746626,0.7020303098695762
cthy,chy,100,197,0.733538342445397,0.6037746998867077,0.6946092496777901
ol,al,588,311,0.7211052021977146,0.6292235987164366,0.6935407211533312
ar,s,449,328,0.809185017174019,0.4043817181796383,0.6877440274757047
ar,ol,449,588,0.6809860183048636,0.7031682926400952,0.687640700605433
r,ol,196,588,0.7780235914183343,0.47176896947088415,0.6861472048340992
dar,ol,287,588,0.7256633881594325,0.5923325414022563,0.6856641341322797
chol,cthy,367,100,0.7390016929809089,0.5568595044117459,0.68435903641016
s,ol,328,588,0.7367520547326509,0.5550684462417572,0.6822469721853828
chor,chy,215,197,0.6682602230071863,0.7122210424733455,0.6814484688470341
s,d,328,53,0.7990913212610186,0.4031157264192343,0.6802986428084832
cthy,cthor,100,45,0.6597101924058243,0.7266953643431432,0.6798057439870199
ol,l,588,156,0.8195704222705626,0.3502650714826588,0.6787788170341914
cthol,cthor,55,45,0.6924791157738337,0.6387836232292368,0.6763704680104545
s,sar,328,77,0.8131960252239462,0.35410818266677185,0.6754696724567938
ar,ain,449,149,0.6545874100626873,0.7220889464928808,0.6748378709917453
or,sar,390,77,0.8209636632702185,0.33146462327128823,0.6741139512705394
or,cheo,390,75,0.7311745518578627,0.5385122106672763,0.6733758495006867
dain,ol,173,588,0.7202848610705634,0.5636662846621028,0.6732992881480252
r,lor,196,38,0.7212872353155702,0.5584687084566007,0.6724416772578793
dain,chey,173,510,0.7062859561728965,0.5882426930019898,0.6708729772216244
shol,chor,176,215,0.7076414873612855,0.5850586867572685,0.6708666471800804
chol,chy,367,197,0.6654209255046537,0.6818097585414573,0.6703375754156948
ain,ol,149,588,0.7107370046306856,0.5699110615372429,0.6684892217026528
chor,cthy,215,100,0.7024713768650165,0.58780098511986,0.6680702593414695
r,sar,196,77,0.8267226221981496,0.29367046203550273,0.6668069741493555
chey,chckhy,510,141,0.6604742304537815,0.6806989319224882,0.6665416408943935
ar,air,449,95,0.6326966409483024,0.740019627796351,0.6648935370027169
s,cheo,328,75,0.726247432683652,0.5198293511896379,0.6643220082354477
ar,r,449,196,0.7761988733846295,0.4011145923939788,0.6636735890874342
dain,chol,173,367,0.694126892573311,0.592137189306741,0.6635299815933399
or,d,390,53,0.7682511425340139,0.4057479029786118,0.6595001706673933
ain,air,149,95,0.6435443793921138,0.691892931913091,0.658048945148407
dal,ol,190,588,0.6866492390876865,0.5886652934260936,0.6572540553892086
dar,dal,287,190,0.6629093994865988,0.643877763768533,0.6571999087711791
or,ches,390,44,0.7728943347207394,0.3812256575678919,0.6553937315748851
dain,qoky,173,137,0.7192333118643417,0.5055237005485554,0.6551204284696058
sol,qol,63,147,0.7520674358241188,0.42200571697400596,0.6530489201690849
dain,dal,173,190,0.6738991007553746,0.6011180229021728,0.652064777399414
shol,cthol,176,55,0.680092580815173,0.5864400782998352,0.6519968300605716
ol,qol,588,147,0.7921286960749138,0.3245007031649228,0.6518402982019165
chey,chcthy,510,84,0.6215358112767468,0.7143670965401945,0.6493851968557811
s,ches,328,44,0.7504666521774201,0.40949273364551936,0.6481744766178499
shol,cthy,176,100,0.6634271256804463,0.6101269031998694,0.6474370589362731
d,cheo,53,75,0.7824019285365916,0.33238314919769124,0.6473962947349214
qoky,qol,137,147,0.6850119934676883,0.5592353408710308,0.647278997688691
qol,l,147,156,0.7797666704968295,0.33020367953395263,0.6448977732079664
r,ches,196,44,0.7853834417038461,0.31508698061455676,0.6442945033770593
ar,char,449,79,0.7119777306082845,0.48628222195337184,0.6442690780118107
y,al,210,311,0.646867014604279,0.6314074013399829,0.6422291306249901
ches,sar,44,77,0.7910554157438426,0.29262540838011597,0.6415264135347246
dain,dar,173,287,0.6714099601346333,0.5615947116294734,0.6384653855830853
dain,chor,173,215,0.6632863148439193,0.5738943604395176,0.6364687285225987
ar,dar,449,287,0.7379457891478897,0.39757349310212925,0.6358341003341614
s,kar,328,58,0.6796429577892859,0.5316953637598841,0.6352586795804653
r,d,196,53,0.7506675853037335,0.3593135731538195,0.6332613816587592
ar,sar,449,77,0.8085197856116694,0.2213209309963958,0.6323601292270873
chor,cthor,215,45,0.6890183787778222,0.4959648912938797,0.6311023325326395
s,lor,328,38,0.7147183511622597,0.4339793798198923,0.6304966597595494
ol,sor,588,43,0.7448511546906255,0.35809463124737506,0.6288241976576503
sho,chol,118,367,0.6466418516998699,0.5860714980544562,0.6284707456062457
shey,chcthy,344,84,0.5843896548992843,0.7297445311096411,0.6279961177623913
ol,chedy,588,341,0.5943151004336303,0.7023479989172555,0.6267249699787178
or,al,390,311,0.5888379004723133,0.7072948184430004,0.6243749758635194
chol,dor,367,63,0.6645578192442666,0.529041188259192,0.6239028299487441
ol,cheo,588,75,0.646697583982301,0.5685914924786573,0.6232657565312079
chy,dy,197,204,0.6413717620771793,0.577784244401416,0.6222955067744502
chey,dy,510,204,0.6410295195328819,0.5784984510925388,0.622270199000779
chor,dor,215,63,0.6616374085389405,0.5248821178357693,0.6206108213279891
shey,dal,344,190,0.6337177433054846,0.5870360940267918,0.6197132485218767
r,cheo,196,75,0.7345999631235023,0.3516170385543029,0.6197050857527424
chey,al,510,311,0.6820206874326297,0.47218567107985365,0.6190701825267968
y,or,210,390,0.6075050273652519,0.6435596892353206,0.6183214259262725
ol,chckhy,588,141,0.591799054354317,0.679876278006595,0.6182222214500004
ol,ches,588,44,0.6789305148981974,0.4765645356232003,0.6182207211156983
s,o,328,114,0.6750017516282499,0.4839055358127868,0.617672886883611
dain,chy,173,197,0.6335761465795972,0.5796371091370943,0.6173944353468462
ar,ches,449,44,0.7435440887680346,0.32230807441196824,0.6171732844612146
chey,dal,510,190,0.6224345924412266,0.602453273569477,0.6164401967797016
dar,dair,287,93,0.6563788155951292,0.5218145192866619,0.616009526702589
dal,qoky,190,137,0.6673403135455979,0.4960208552790505,0.6159444760656336
chy,cthol,197,55,0.5955199440120427,0.6634513474322365,0.6158993650381008
dar,al,287,311,0.7512700916596365,0.2953036589475438,0.6144801618460086
shol,sho,176,118,0.6647392626020251,0.4964323703373845,0.6142471949226329
shol,chy,176,197,0.633307188475328,0.5696306620910611,0.6142042305600478
ol,tar,588,43,0.6996361988706595,0.4146139914483856,0.6141295366439773
y,o,210,114,0.6134574637189256,0.6117944530887711,0.6129585605298793
chol,kol,367,35,0.667974177718125,0.47877790155892547,0.6112152948703651
or,lor,390,38,0.7230214237100101,0.34923841003303996,0.6108865196069191
chdy,chey,108,510,0.6242366645063726,0.5795108997580237,0.6108189350818679
s,tar,328,43,0.6833312593586274,0.4398200443123061,0.6102778948447309
dain,dol,173,97,0.6227106859333176,0.5794675493082695,0.6097377449458031
ol,sol,588,63,0.7030808976639608,0.39126025529090197,0.6095347049520431
s,char,328,79,0.6720935301145724,0.4615528191351333,0.6089313168207406
or,o,390,114,0.6321773187354858,0.553342455233122,0.6085268596847766
ol,sar,588,77,0.6917272229486556,0.4133111505776829,0.6082024012373638
ol,lor,588,38,0.7087946348930236,0.37305358632630786,0.6080723203230088
kar,tar,58,43,0.6907325641999276,0.41454651366108924,0.607876749038276
shol,dain,176,173,0.6515365734314662,0.5048107528324774,0.6075188272517695
s,dar,328,287,0.6372918252106662,0.5370913430676305,0.6072316805677554
shol,dy,176,204,0.6335285451285927,0.545468337487868,0.6071104828363753
shol,shor,176,91,0.6792429394636439,0.43215768085880785,0.605117361882193
shey,qol,344,147,0.7332060968853452,0.30494900474173964,0.6047289692422635
dain,cthy,173,100,0.6403564062721655,0.5199944672575395,0.6042478245677777
or,char,390,79,0.6463493714753563,0.5056128720862519,0.604128421658625
qoky,sol,137,63,0.6797919339619689,0.4275083291550284,0.6041068525198867
dain,dy,173,204,0.6361807505281182,0.5288291109950113,0.6039752586681861
cheo,o,75,114,0.7046021942326397,0.36716927704847363,0.6033723190773899
dain,chckhy,173,141,0.6544016899856699,0.47922705313817976,0.6018492989314228
chor,cho,215,77,0.6554221602576749,0.4733185441148033,0.6007910754148134
d,sar,53,77,0.6725023056136987,0.43335734271547965,0.600758816744233
dain,shy,173,94,0.6798371602992461,0.4033436675656287,0.5968891124791609
dal,chedy,190,341,0.5984198923228327,0.5932245477306985,0.5968612889451924
chcthy,chckhy,84,141,0.6011748097568994,0.5867100872226101,0.5968353929966126
sol,l,63,156,0.7198098706935291,0.3090003976177965,0.5965670287708092
chdy,chcthy,108,84,0.6453867242839965,0.48196425688895733,0.5963599840654847
dain,shey,173,344,0.6249566521145123,0.5232023440168614,0.5944303596852171
ar,y,449,210,0.5717497687630059,0.6458711373225254,0.5939861793308617
chol,chody,367,80,0.582934898009858,0.6191547543870206,0.5938008549230067
dain,chody,173,80,0.6369125974287939,0.4931029484629663,0.5937697027390456
r,tar,196,43,0.678936774684229,0.3948801673814363,0.5937197924933911
y,chey,210,510,0.6101229571734652,0.5553049127458717,0.5936775438451871
cthy,chody,100,80,0.6470023026818308,0.4691035406743383,0.593632674079583
shey,dar,344,287,0.5967419781400847,0.5861622016049576,0.5935680451795465
dar,chey,287,510,0.6125660941150202,0.548781590220492,0.5934307429466616
r,sor,196,43,0.7200369715432349,0.2966180594657906,0.5930112979200015
ol,shedy,588,255,0.552442396426245,0.6858104612192732,0.5924528158641534
or,tar,390,43,0.6938489272310087,0.354651921114665,0.5920898253961056
chey,qoky,510,137,0.674130340166446,0.39885831957452467,0.5915487339888695
shol,kol,176,35,0.6125425022049892,0.541898099349669,0.5913491813483931
chdy,shey,108,344,0.5999671946452241,0.5703708168282743,0.5910882813001391
chdy,chedy,108,341,0.5858594205810262,0.6025340818997509,0.5908618189766436
ol,qoky,588,137,0.6839137741855814,0.37258096124427,0.590513930303188
al,air,311,95,0.5733820976462797,0.6302729906990824,0.5904493655621205
char,dar,79,287,0.6325946723729219,0.4905774738272402,0.5899895128092174
chol,cthor,367,45,0.6703913813530599,0.40129104773671287,0.5896612812681556
chor,sho,215,118,0.610219654386961,0.5401769740924126,0.5892068502985964
or,chos,390,42,0.6846498891037742,0.36474117765108127,0.5886772756679663
dar,tar,287,43,0.6526672103505734,0.43678314486798464,0.5879019907057967
chey,shy,510,94,0.6141132862248604,0.5263167821493735,0.5877743350022143
chey,chy,510,197,0.5762039442681105,0.613217401121948,0.5873079813242618
ol,dol,588,97,0.6214598256557784,0.506962378171359,0.5871105914104525
cho,ol,77,588,0.6307837851430764,0.4850707023405928,0.5870698603023312
chcthy,chedy,84,341,0.5573145548573999,0.6539677805712757,0.5863105225715626
ol,dair,588,93,0.6406088097925211,0.4587558941178955,0.5860529350901333
dain,dair,173,93,0.601627690629791,0.5488345803595271,0.5857897575487119
or,dar,390,287,0.6309795170870331,0.4793432406992949,0.5854886341707116
or,kar,390,58,0.6610872403628162,0.4085071350049923,0.585313208755469
s,sor,328,43,0.684051186503038,0.3532033533987257,0.5847968365717442
ar,chos,449,42,0.6695835220865395,0.38615888585960784,0.58455613121846
dal,qol,190,147,0.6664202083624886,0.39296888219398,0.584384810511936
shey,chckhy,344,141,0.5528402103946002,0.6574853346553816,0.5842337476728345
y,shey,210,344,0.5903575140061216,0.5685070395213613,0.5838023716606935
y,chor,210,215,0.599144279043871,0.5478824102287572,0.5837657183993368
shey,dy,344,204,0.5760393473018046,0.6000701975844106,0.5832486023865864
ol,air,588,95,0.6070384463926861,0.5238208482731765,0.5820731669568332
ar,o,449,114,0.6180487799618083,0.4978987549968661,0.5820037724723256
dar,chckhy,287,141,0.6083511725044479,0.5197084031546715,0.5817583416995149
shol,y,176,210,0.621070721342073,0.4788395010017898,0.578401355239988
ain,tar,149,43,0.7182491584749885,0.25149130796117175,0.5782218033208434
chor,shy,215,94,0.6252903511437602,0.46819980416450485,0.5781631870499835
chol,cho,367,77,0.655296869827038,0.39787849325376884,0.5780713568550573
y,chol,210,367,0.6204117212742408,0.4792100505320171,0.5780512200515737
y,dain,210,173,0.6490873177131303,0.41224999150260233,0.5780361198499719
or,sor,390,43,0.6920206702321807,0.31183150594507225,0.5779639209460481
s,chos,328,42,0.6771620605591546,0.34582798980528856,0.5777618393329947
chol,dy,367,204,0.5754078021067537,0.5827740100688593,0.5776176644953853
s,dair,328,93,0.6253166132149169,0.4652202206883141,0.577287695456936
ol,chcthy,588,84,0.5531956367317141,0.6334713730704937,0.577278357633348
ar,kar,449,58,0.670413812924717,0.3594952477690484,0.5771382433780164
chckhy,chedy,141,341,0.5991397972025636,0.5236607576661304,0.5764960853416337
chol,shy,367,94,0.6485940932463629,0.40704919441924414,0.5761306235982272
chey,oly,510,65,0.5450805715659351,0.6457327686308407,0.5752762306854068
chey,sol,510,63,0.6321760290052454,0.4419400105130213,0.5751052234575782
dar,sor,287,43,0.6426752461357257,0.41722369186433406,0.5750397798543081
char,ol,79,588,0.5599020732754264,0.608841747459699,0.5745839755307082
r,kar,196,58,0.6360520541869928,0.4290937460837328,0.5739645617560147
cthol,dor,55,63,0.6069127119151312,0.4931912181291872,0.572796263779348
y,s,210,328,0.6237534414354136,0.4514111947058288,0.572050767416538
dal,chckhy,190,141,0.5858498566229468,0.539813252351892,0.5720388753416303
dar,kar,287,58,0.6354969246395663,0.42281148755133413,0.5716912935130967
kol,cthol,35,55,0.6167469416870546,0.4641493000872989,0.5709676492071278
shey,shckhy,344,55,0.5625112383067845,0.5900920621729066,0.5707854854666211
chdy,shedy,108,255,0.5638714929370692,0.5854561820770537,0.5703468996790646
dair,tar,93,43,0.6605499003589662,0.3583739633691694,0.5698971192620271
char,kar,79,58,0.6179651873057954,0.4574570180599974,0.569812736532056
dar,l,287,156,0.662423502867141,0.35202020474291096,0.5693025134298719
o,sar,114,77,0.636581894669195,0.4105601914237342,0.5687753836955567
ar,tar,449,43,0.6862968132872597,0.2944737146317624,0.5687498836906105
ol,o,588,114,0.5713123457158404,0.5613049065514694,0.5683101139665291
shey,al,344,311,0.5901597910550327,0.5158138103160292,0.5678559968333317
ar,cheo,449,75,0.6445422707834112,0.38882387992128786,0.5678267535247742
sho,chy,118,197,0.5840816579005949,0.5286702880058195,0.5674582469321622
r,o,196,114,0.6350831459661525,0.40924699576355794,0.5673323009053741
chal,ol,59,588,0.5813503444249025,0.5342756858460086,0.5672279468512343
dy,oty,204,114,0.6026628098674222,0.4835808214425107,0.5669382133399486
al,aly,311,39,0.4973807541339908,0.7290328746177371,0.5668763902791147
dain,chedy,173,341,0.5972606818510078,0.49529856868392674,0.5666720479008834
chor,chody,215,80,0.561497227676395,0.5783063251645569,0.5665399569228435
cho,cheo,77,75,0.643402441635675,0.3835388861887474,0.5654433750015967
y,ain,210,149,0.5745038684946334,0.5415198744596659,0.5646086702841431
ar,dair,449,93,0.6871552837255076,0.27685980297009355,0.5640666394988834
dar,chedy,287,341,0.5580578016919603,0.5780580035808297,0.5640578622586211
sho,dy,118,204,0.5646652165795508,0.562517886270595,0.5640210174868641
shol,dol,176,97,0.5691371933206384,0.5518052503359231,0.5639376104252237
dain,cthey,173,47,0.5765997183490911,0.5343821707934708,0.563934454082405
chol,shor,367,91,0.6503245559708031,0.3619887216700335,0.5638238056805722
kar,ches,58,44,0.5690679169122808,0.5501778368617853,0.5634008928971321
cthy,dy,100,204,0.5873067325172067,0.5052136037318561,0.5626787938816015
dar,oty,287,114,0.5644922765128552,0.5584178919434462,0.5626699611420325
chol,dol,367,97,0.5369419742997777,0.6200377838013434,0.5618707171502475
d,lor,53,38,0.6429230091471063,0.3718885585485834,0.5616126739675494
ain,chey,149,510,0.6351207899965214,0.3891229316933611,0.5613214325055733
al,l,311,156,0.6860771024201814,0.2701215408444555,0.5612904339474636
dain,cthol,173,55,0.5889689681552159,0.4960015498461297,0.56107874266249
dair,al,93,311,0.6488956505083251,0.3556891808014232,0.5609337095962544
dar,sar,287,77,0.6020764767122552,0.46461677178893795,0.56083856523526
chy,cho,197,77,0.6293137177171094,0.3998658705247894,0.5604793635594134
y,dair,210,93,0.6033242587862145,0.4593565728610104,0.5601339530086533
chey,qo,510,51,0.6611246203533566,0.3239080010683365,0.5599596345678506
dain,sor,173,43,0.6550831778185963,0.3368230320241786,0.5596051340802709
shy,dy,94,204,0.587986002437558,0.4921239177169875,0.5592273770213869
dar,dol,287,97,0.5653401698447299,0.5442110846468052,0.5590014442853525
chy,cthor,197,45,0.554342053598365,0.569516205120133,0.5588942990548953
y,dar,210,287,0.6065397125042215,0.4469886996623091,0.5586744086516477
shol,shody,176,50,0.599190628539389,0.4617790330768688,0.5579671499006329
y,dal,210,190,0.6062571192919877,0.44503701626216496,0.5578910883830408
or,ain,390,149,0.5292781827684953,0.6240797050151609,0.5577186394424949
chor,dy,215,204,0.5397978542290619,0.5991493898185836,0.5576033149059184
or,air,390,95,0.5019160831791525,0.6873743848694314,0.5575535736862361
cheo,ches,75,44,0.6471147893449397,0.3485714771589848,0.5575517956891531
dain,cho,173,77,0.6291692922924963,0.38726746312616317,0.5565987435425963
chey,l,510,156,0.6771613016971855,0.27311844374949956,0.5559484443128797
shey,qoky,344,137,0.6222191420051746,0.39958295800092986,0.5554282868039011
dar,qol,287,147,0.6236890865198513,0.39546644661155794,0.5552222945473633
shol,oty,176,114,0.5836004879910046,0.4881075789499894,0.5549526152787
chy,chody,197,80,0.5685038028925659,0.5232713875665493,0.5549340782947608
shol,ol,176,588,0.5857901757728008,0.48213146092633763,0.5546925613188618
qol,chedy,147,341,0.6429116985628727,0.3473533346630834,0.5542441893929358
dain,kol,173,35,0.562966972472557,0.5327229300403533,0.5538937597428959
chey,cheo,510,75,0.5233939627714699,0.6246251799921171,0.553763327937664
qoky,l,137,156,0.6564092761518739,0.3129759619822895,0.5533792819009986
dain,qol,173,147,0.6199983739401322,0.39782460321214175,0.553346242721735
d,ol,53,588,0.6202059338251655,0.3968183721093869,0.5531896653104319
dal,dy,190,204,0.5532942546536195,0.5528893024430153,0.5531727689904382
dain,al,173,311,0.6476834294689575,0.33224387846541853,0.5530515641678958
cheo,sar,75,77,0.6584187143005603,0.30682080136356077,0.5529393404194605
shey,sol,344,63,0.6421908844940548,0.34436773888741995,0.5528439408120643
dain,sol,173,63,0.6306105676399103,0.3709000470743919,0.5526974114702548
ar,chey,449,510,0.5477882327014125,0.5629262482504616,0.5523296373661273
d,l,53,156,0.535778263849136,0.5892939629081946,0.5518329735668536
ol,kar,588,58,0.6117764308264044,0.4117892584499277,0.5517802791134614
or,chey,390,510,0.4855248777121334,0.7055609387089518,0.5515356960111788
y,dy,210,204,0.5884966256588735,0.4642889952133791,0.5512343365252251
qol,shedy,147,255,0.6613821558678581,0.2941762206203564,0.5512203752936076
chor,kol,215,35,0.6410141944985641,0.33842702268194336,0.5502380429535778
y,cho,210,77,0.6083114184113151,0.4140337120463081,0.550028106501813
sho,dor,118,63,0.5898045046378783,0.4563601243610096,0.5497711905548176
dar,chcthy,287,84,0.5518945087306817,0.5446482072688928,0.549720618292145
r,dar,196,287,0.6166172883006583,0.392220714064668,0.5492983160298612
or,dair,390,93,0.5927459161699793,0.4472383088907124,0.5490936339861991
chckhy,qoky,141,137,0.6054032078099801,0.4176769520776936,0.5490853310902941
shey,ain,344,149,0.6485361019315794,0.3159966961128807,0.5487742801859697
dain,tar,173,43,0.5536182512647096,0.5345318416295577,0.547892328374164
shol,chey,176,510,0.5816240724492563,0.46831949776598725,0.5476327000442756
shol,dor,176,63,0.6026507613513324,0.4183738945259704,0.5473677013037238
chcthy,dy,84,204,0.5776873113344889,0.474543140112493,0.5467440599678901
dal,chcthy,190,84,0.5605799150915228,0.5130892865269192,0.5463327265221417
kar,lor,58,38,0.6114370675401987,0.3937894344219402,0.5461427776047211
char,chey,79,510,0.5307757543358721,0.58164542371079,0.5460366551483474
cthol,chody,55,80,0.5435537735420207,0.5509098721534759,0.5457606031254573
y,shy,210,94,0.5576776219737699,0.5170095780345495,0.5454772087920038
dain,l,173,156,0.6372682644753058,0.33128522944854333,0.545473353967277
chey,dol,510,97,0.5524463985740671,0.5290436218931343,0.5454255655697872
s,al,328,311,0.6119559197884258,0.3891873130503935,0.545125337767016
r,l,196,156,0.601951761575313,0.41245340679902925,0.5451022551424278
dair,sor,93,43,0.6305318887189058,0.34415000583951333,0.544617323855088
qoty,qoky,84,137,0.5856974656927187,0.44750401457604144,0.5442394303577155
dal,al,190,311,0.6364745494360068,0.3285018491498885,0.5440827393501713
dain,sho,173,118,0.5683437135556962,0.48745933167606265,0.5440783989918061
qoky,chedy,137,341,0.6100309341992944,0.3879915064847569,0.5434191058849331
sar,lor,77,38,0.6015590665419719,0.40769742219181165,0.5434005732369238
dy,chckhy,204,141,0.5792515052681603,0.4581203449624334,0.5429121571764421
ckhey,cthy,32,100,0.6570418673579962,0.27638963102084446,0.5428461964568506
dol,dor,97,63,0.5526149133601275,0.5199435516749173,0.5428135048545644
she,ol,41,588,0.5472020095557135,0.5302390396353698,0.5421131185796104
chey,qol,510,147,0.6407367000574251,0.311607448036793,0.5419979244512354
sor,ches,43,44,0.6173803722306589,0.36341632953326225,0.5411911594214398
shey,dol,344,97,0.5666151684826578,0.4816687576446178,0.5411312452312458
chor,shor,215,91,0.5976507554936197,0.4085214928821479,0.5409119767101781
char,sor,79,43,0.6037741603029219,0.39423189067125897,0.540911479413423
ol,shy,588,94,0.5465146137817176,0.5278155851198095,0.5409049051831452
chey,chody,510,80,0.5470286142639038,0.5261535594080733,0.5407660978071546
char,dair,79,93,0.6100800729538007,0.37862764877200794,0.5406443456992629
y,chy,210,197,0.544991375893849,0.5304551538744046,0.5406305092880157
dar,ain,287,149,0.6877146285886488,0.19496608846290273,0.539890066550925
chy,ol,197,588,0.5171189696575073,0.5918391641879973,0.5395350280166542
cthol,dy,55,204,0.5496323351179361,0.5149054626693115,0.5392142733833487
chey,dair,510,93,0.5663246819107586,0.4759416411270121,0.5392097696756346
dal,chody,190,80,0.5329087846993636,0.553476558532219,0.5390791168492202
dar,lor,287,38,0.6092588203429622,0.37403519193620793,0.5386917318209359
tar,lor,43,38,0.6352599204620237,0.3131939491307931,0.5386401290626545
chody,dy,80,204,0.5276021986373852,0.5631726269566869,0.5382733271331757
chy,shy,197,94,0.5863830802100575,0.4249411466169176,0.5379505001321154
y,oky,210,103,0.5662747697859758,0.4717448876179906,0.5379158051355802
ckhy,cthor,38,45,0.5423107393706386,0.5265582717236369,0.537584999076538
dal,l,190,156,0.6272705888724333,0.32816889276062144,0.5375400800388896
char,ches,79,44,0.5738850021239281,0.45272073836484106,0.537535722996202
sor,tar,43,43,0.5970042949186046,0.3982125697775787,0.5373667773762968
shol,cho,176,77,0.6187236318473467,0.3466677526449382,0.5371068680866241
y,dol,210,97,0.5922287632508522,0.40714131987545304,0.5367025302382324
dain,chcthy,173,84,0.5653182364870636,0.4693136178719821,0.5365168509025391
shol,chody,176,80,0.5512198473419533,0.5018565368565181,0.5364108541963227
s,cho,328,77,0.5710647273409872,0.4553633613841064,0.5363543175539229
char,chckhy,79,141,0.5414629429151293,0.5243741504558146,0.5363363051773349
ol,chl,588,33,0.4683175561781447,0.6935419821470657,0.535884883968821
dal,shedy,190,255,0.5752914225324963,0.4436392161241567,0.5357957606099943
chos,sar,42,77,0.6523645732034379,0.26353422915515373,0.5357154699889526
y,chody,210,80,0.5485108568634067,0.5057892001820801,0.5356943598590087
or,cho,390,77,0.5269601257136224,0.555875198309496,0.5356346474923844
chor,ol,215,588,0.4998671698135954,0.6179900980452263,0.5353040482830846
chcthy,shedy,84,255,0.5288517687754297,0.5502183044980661,0.5352617294922206
cthy,shy,100,94,0.5993384046351824,0.38470359998514975,0.5349479632401726
dal,sol,190,63,0.5957972805251356,0.39154608593211077,0.5345219221472282
shol,shy,176,94,0.5994687916721737,0.38153415609460595,0.5340884009989033
ol,oly,588,65,0.4706763103463948,0.6817810046937727,0.5340077186506081
dar,dy,287,204,0.5164173682597941,0.5749484159616336,0.5339766825703459
al,o,311,114,0.5186840180985962,0.5691246734796981,0.5338162147129267
cthy,kchy,100,36,0.6057821728871456,0.3656555697750873,0.5337441919535281
dain,oty,173,114,0.5730633052698764,0.44152507932020746,0.5336018374849757
shol,cthor,176,45,0.5791661827250196,0.42663033234088643,0.5334054276097796
chcthy,shckhy,84,55,0.4981186608148477,0.6146346141622713,0.5330734468190748
y,chckhy,210,141,0.584851573071266,0.4099445981502669,0.5323794805949662
chcthy,oly,84,65,0.5200398282668316,0.5606210970477159,0.5322142089010968
y,r,210,196,0.6049413549756077,0.36152226289670636,0.5319156273519373
chy,chckhy,197,141,0.5588013102622962,0.4689474337493422,0.5318451473084099
shody,cthor,50,45,0.5377771452320433,0.5176645951119269,0.5317433801960083
ol,dy,588,204,0.544041731354828,0.5027148222376912,0.5316436586196869
chey,cho,510,77,0.5483050258742804,0.49198129253929085,0.5314079058737835
chdy,ol,108,588,0.5165687022964238,0.5658507104485702,0.5313533047420678
sho,cthy,118,100,0.5472882795631289,0.4933559092567595,0.531108568471218
shy,chckhy,94,141,0.598746099510716,0.37242078659792865,0.5308485056368798
cho,o,77,114,0.5947819086987163,0.3813242686113465,0.5307446166725053
ckhey,chol,32,367,0.6413405727977329,0.272496451762429,0.5306873364871417
r,chos,196,42,0.5975252301180752,0.37420912859143096,0.5305303996600819
char,al,79,311,0.6067608482859067,0.3511153220717335,0.5300671904216547
cthy,shor,100,91,0.5836829659441349,0.4048921821547704,0.5300457308073255
dain,cthor,173,45,0.5717699542469703,0.4306252182317654,0.5294265334424088
cho,shy,77,94,0.5553030856705794,0.46840154018675867,0.5292326220254331
tar,sar,43,77,0.6099281241402912,0.34022426577245807,0.5290169666299412
dair,cthey,93,47,0.5640821199688998,0.4468565741289466,0.5289144562169138
chal,chey,59,510,0.5520178756586896,0.47488398822848277,0.5288777094296275
chckhy,oty,141,114,0.5612395509689291,0.4527449474832773,0.5286911699232335
dain,qoty,173,84,0.585466919010949,0.39603243607141775,0.5286365741290897
sho,cthol,118,55,0.5484160352401716,0.48145991976987146,0.5283292005990815
ol,oty,588,114,0.523603471479896,0.5385003496282904,0.5280725349244143
ol,chody,588,80,0.5361811620244409,0.5089798650134155,0.5280207729211333
chy,oty,197,114,0.5898031210122596,0.3826443408290538,0.5276554869572978
chol,ol,367,588,0.5328388385794262,0.5155045104626911,0.5276385401444056
