observed_MI_bits,perm_mean_MI_bits,perm_sd,z,empirical_p,observed_mean_JS,perm_mean_JS,JS_z,JS_empirical_p,eligible_stems,occurrences
1.3723980878361555,0.06439458500809343,0.002111792740819445,619.3806227028291,0.0012484394506866417,0.32971457792773046,0.012787217732232339,743.5704434705657,0.0033222591362126247,267,21862
